"","Year","Month","GEO","Value","Type"
"394",2001," Dec","Other Eastern Ontario"," 36.6%","Hotel Occupancy Rate"
"395",2001," Dec","Ottawa"," 45.8%","Hotel Occupancy Rate"
"396",2001," Dec","Downtown Ottawa"," 46.7%","Hotel Occupancy Rate"
"397",2001," Dec","Ottawa West"," 42.4%","Hotel Occupancy Rate"
"398",2001," Dec","Ottawa East"," 42.8%","Hotel Occupancy Rate"
"399",2001," Dec","Greater Vancouver"," 42.6%","Hotel Occupancy Rate"
"400",2001," Dec","Central Ontario"," 36.3%","Hotel Occupancy Rate"
"401",2001," Dec","Downtown Vancouver"," 40.7%","Hotel Occupancy Rate"
"402",2001," Dec","Vancouver Island"," 39.5%","Hotel Occupancy Rate"
"403",2001," Dec","Whistler Resort Area"," 63%","Hotel Occupancy Rate"
"404",2001," Dec","Alberta Resorts"," 46.3%","Hotel Occupancy Rate"
"405",2001," Dec","Calgary"," 43%","Hotel Occupancy Rate"
"406",2001," Dec","Edmonton"," 52.5%","Hotel Occupancy Rate"
"407",2001," Dec","Regina"," 51.2%","Hotel Occupancy Rate"
"408",2001," Dec","Winnipeg"," 45.1%","Hotel Occupancy Rate"
"409",2001," Dec","Greater Montreal"," 46.6%","Hotel Occupancy Rate"
"410",2001," Dec","Downtown Montreal"," 44.9%","Hotel Occupancy Rate"
"411",2001," Dec","Montreal Airport Laval"," 51.7%","Hotel Occupancy Rate"
"412",2001," Dec","Greater Quebec City"," 44.7%","Hotel Occupancy Rate"
"413",2001," Dec","Moncton"," 35%","Hotel Occupancy Rate"
"414",2001," Dec","Halifax Dartmouth"," 41.1%","Hotel Occupancy Rate"
"415",2001," Dec","St Johns"," 46.1%","Hotel Occupancy Rate"
"416",2001," Dec","Canada"," 42.7%","Hotel Occupancy Rate"
"417",2001," Dec","British Columbia"," 41.6%","Hotel Occupancy Rate"
"418",2001," Dec","Manitoba"," 44.8%","Hotel Occupancy Rate"
"419",2001," Dec","New Brunswick"," 35.3%","Hotel Occupancy Rate"
"420",2001," Dec","Nova Scotia"," 39.4%","Hotel Occupancy Rate"
"421",2001," Dec","Ontario"," 41.8%","Hotel Occupancy Rate"
"422",2001," Dec","Quebec"," 44.9%","Hotel Occupancy Rate"
"423",2001," Dec","Saskatchewan"," 45.5%","Hotel Occupancy Rate"
"424",2001," Dec","Newfoundland"," 39.8%","Hotel Occupancy Rate"
"425",2001," Dec","Southern Ontario"," $36.4","Revenue per Available Room"
"426",2001," Dec","Kitchener Waterloo Cambridge Guelph"," $45.83","Revenue per Available Room"
"427",2001," Dec","Hamilton Brantford"," $41.65","Revenue per Available Room"
"428",2001," Dec","North Eastern Ontario"," $30.21","Revenue per Available Room"
"429",2001," Dec","North Bay"," $28.2","Revenue per Available Room"
"430",2001," Dec","Sudbury"," $31.24","Revenue per Available Room"
"431",2001," Dec","North Central Ontario"," $0","Revenue per Available Room"
"432",2001," Dec","Sault Ste Marie"," $29.23","Revenue per Available Room"
"433",2001," Dec","North Western Ontario"," $35.49","Revenue per Available Room"
"434",2001," Dec","Thunder Bay"," ","Revenue per Available Room"
"435",2001," Dec","Greater Toronto Area"," $50.57","Revenue per Available Room"
"436",2001," Dec","Downtown Toronto"," $58.46","Revenue per Available Room"
"437",2001," Dec","Toronto Airport"," $46.39","Revenue per Available Room"
"438",2001," Dec","GTA West"," $43.96","Revenue per Available Room"
"439",2001," Dec","GTA East North"," $45.96","Revenue per Available Room"
"440",2001," Dec","London"," $36.83","Revenue per Available Room"
"441",2001," Dec","Windsor"," $47.64","Revenue per Available Room"
"442",2001," Dec","Niagara Falls"," $31.76","Revenue per Available Room"
"443",2001," Dec","Other Niagara Region"," $28.95","Revenue per Available Room"
"444",2001," Dec","Other Southern Ontario"," $30.77","Revenue per Available Room"
"445",2001," Dec","Eastern Ontario"," $29.33","Revenue per Available Room"
"446",2001," Dec","Kingston"," $29.75","Revenue per Available Room"
"447",2001," Dec","Other Eastern Ontario"," $29.1","Revenue per Available Room"
"448",2001," Dec","Ottawa"," $53.44","Revenue per Available Room"
"449",2001," Dec","Downtown Ottawa"," $56.63","Revenue per Available Room"
"450",2001," Dec","Ottawa West"," $44.38","Revenue per Available Room"
"451",2001," Dec","Ottawa East"," $39.69","Revenue per Available Room"
"452",2001," Dec","Greater Vancouver"," $40.1","Revenue per Available Room"
"453",2001," Dec","Central Ontario"," $42.26","Revenue per Available Room"
"454",2001," Dec","Downtown Vancouver"," $45","Revenue per Available Room"
"455",2001," Dec","Vancouver Island"," $34.34","Revenue per Available Room"
"456",2001," Dec","Whistler Resort Area"," $158.85","Revenue per Available Room"
"457",2001," Dec","Alberta Resorts"," $74.1","Revenue per Available Room"
"458",2001," Dec","Calgary"," $41.25","Revenue per Available Room"
"459",2001," Dec","Edmonton"," $44.92","Revenue per Available Room"
"460",2001," Dec","Regina"," $43.3","Revenue per Available Room"
"461",2001," Dec","Winnipeg"," $39.65","Revenue per Available Room"
"462",2001," Dec","Greater Montreal"," $54.42","Revenue per Available Room"
"463",2001," Dec","Downtown Montreal"," $56.37","Revenue per Available Room"
"464",2001," Dec","Montreal Airport Laval"," $48.1","Revenue per Available Room"
"465",2001," Dec","Greater Quebec City"," $51.93","Revenue per Available Room"
"466",2001," Dec","Moncton"," $28.37","Revenue per Available Room"
"467",2001," Dec","Halifax Dartmouth"," $37.76","Revenue per Available Room"
"468",2001," Dec","St Johns"," $44.54","Revenue per Available Room"
"469",2001," Dec","Canada"," $44.51","Revenue per Available Room"
"470",2001," Dec","British Columbia"," $46.21","Revenue per Available Room"
"471",2001," Dec","Manitoba"," $36.84","Revenue per Available Room"
"472",2001," Dec","New Brunswick"," $26.89","Revenue per Available Room"
"473",2001," Dec","Nova Scotia"," $33.84","Revenue per Available Room"
"474",2001," Dec","Ontario"," $44.64","Revenue per Available Room"
"475",2001," Dec","Quebec"," $52.34","Revenue per Available Room"
"476",2001," Dec","Saskatchewan"," $35.85","Revenue per Available Room"
"477",2001," Dec","Newfoundland"," $35.44","Revenue per Available Room"
"478",2001," Feb","Southern Ontario"," $92.82","Average Daily Rate"
"479",2001," Feb","Kitchener Waterloo Cambridge Guelph"," $93.78","Average Daily Rate"
"480",2001," Feb","Hamilton Brantford"," $89.64","Average Daily Rate"
"481",2001," Feb","North Eastern Ontario"," $77.68","Average Daily Rate"
"482",2001," Feb","North Bay"," $82.23","Average Daily Rate"
"483",2001," Feb","Sudbury"," $80.93","Average Daily Rate"
"484",2001," Feb","North Central Ontario"," $0","Average Daily Rate"
"485",2001," Feb","Sault Ste Marie"," $82.7","Average Daily Rate"
"486",2001," Feb","North Western Ontario"," $83.47","Average Daily Rate"
"487",2001," Feb","Thunder Bay"," ","Average Daily Rate"
"488",2001," Feb","Greater Toronto Area"," $121.41","Average Daily Rate"
"489",2001," Feb","Downtown Toronto"," $141.75","Average Daily Rate"
"490",2001," Feb","Toronto Airport"," $115.29","Average Daily Rate"
"491",2001," Feb","GTA West"," $101.36","Average Daily Rate"
"492",2001," Feb","GTA East North"," $106.08","Average Daily Rate"
"493",2001," Feb","London"," $92.79","Average Daily Rate"
"494",2001," Feb","Windsor"," $105.12","Average Daily Rate"
"495",2001," Feb","Niagara Falls"," $98.45","Average Daily Rate"
"496",2001," Feb","Other Niagara Region"," $73.1","Average Daily Rate"
"497",2001," Feb","Other Southern Ontario"," $81.25","Average Daily Rate"
"498",2001," Feb","Eastern Ontario"," $79.42","Average Daily Rate"
"499",2001," Feb","Kingston"," $78.72","Average Daily Rate"
"500",2001," Feb","Other Eastern Ontario"," $79.82","Average Daily Rate"
"501",2001," Feb","Ottawa"," $132.58","Average Daily Rate"
"502",2001," Feb","Downtown Ottawa"," $140.24","Average Daily Rate"
"503",2001," Feb","Ottawa West"," $110.66","Average Daily Rate"
"504",2001," Feb","Ottawa East"," $92.77","Average Daily Rate"
"505",2001," Feb","Greater Vancouver"," $100.75","Average Daily Rate"
"506",2001," Feb","Central Ontario"," $110.85","Average Daily Rate"
"507",2001," Feb","Downtown Vancouver"," $117.78","Average Daily Rate"
"508",2001," Feb","Vancouver Island"," $80.76","Average Daily Rate"
"509",2001," Feb","Whistler Resort Area"," $285.93","Average Daily Rate"
"510",2001," Feb","Alberta Resorts"," $145.09","Average Daily Rate"
"511",2001," Feb","Calgary"," $99.56","Average Daily Rate"
"512",2001," Feb","Edmonton"," $88.53","Average Daily Rate"
"513",2001," Feb","Regina"," $78.12","Average Daily Rate"
"514",2001," Feb","Winnipeg"," $93.37","Average Daily Rate"
"515",2001," Feb","Greater Montreal"," $116.69","Average Daily Rate"
"516",2001," Feb","Downtown Montreal"," $124.36","Average Daily Rate"
"517",2001," Feb","Montreal Airport Laval"," $96.14","Average Daily Rate"
"518",2001," Feb","Greater Quebec City"," $118.73","Average Daily Rate"
"519",2001," Feb","Moncton"," $80.07","Average Daily Rate"
"520",2001," Feb","Halifax Dartmouth"," $94.02","Average Daily Rate"
"521",2001," Feb","St Johns"," $95.04","Average Daily Rate"
"522",2001," Feb","Canada"," $107.97","Average Daily Rate"
"523",2001," Feb","British Columbia"," $117.83","Average Daily Rate"
"524",2001," Feb","Manitoba"," $91.84","Average Daily Rate"
"525",2001," Feb","New Brunswick"," $78.14","Average Daily Rate"
"526",2001," Feb","Nova Scotia"," $88.13","Average Daily Rate"
"527",2001," Feb","Ontario"," $112.43","Average Daily Rate"
"528",2001," Feb","Quebec"," $115.02","Average Daily Rate"
"529",2001," Feb","Saskatchewan"," $78.67","Average Daily Rate"
"530",2001," Feb","Newfoundland"," $88.82","Average Daily Rate"
"531",2001," Feb","Southern Ontario"," 47.7%","Hotel Occupancy Rate"
"532",2001," Feb","Kitchener Waterloo Cambridge Guelph"," 59.8%","Hotel Occupancy Rate"
"533",2001," Feb","Hamilton Brantford"," 48.2%","Hotel Occupancy Rate"
"534",2001," Feb","North Eastern Ontario"," 63.9%","Hotel Occupancy Rate"
"535",2001," Feb","North Bay"," 57.1%","Hotel Occupancy Rate"
"536",2001," Feb","Sudbury"," 66.9%","Hotel Occupancy Rate"
"537",2001," Feb","North Central Ontario"," 0%","Hotel Occupancy Rate"
"538",2001," Feb","Sault Ste Marie"," 56.4%","Hotel Occupancy Rate"
"539",2001," Feb","North Western Ontario"," 56.8%","Hotel Occupancy Rate"
"540",2001," Feb","Thunder Bay"," ","Hotel Occupancy Rate"
"541",2001," Feb","Greater Toronto Area"," 63.3%","Hotel Occupancy Rate"
"542",2001," Feb","Downtown Toronto"," 60.8%","Hotel Occupancy Rate"
"543",2001," Feb","Toronto Airport"," 75.6%","Hotel Occupancy Rate"
"544",2001," Feb","GTA West"," 63.5%","Hotel Occupancy Rate"
"545",2001," Feb","GTA East North"," 57.4%","Hotel Occupancy Rate"
"546",2001," Feb","London"," 55.4%","Hotel Occupancy Rate"
"547",2001," Feb","Windsor"," 57.2%","Hotel Occupancy Rate"
"548",2001," Feb","Niagara Falls"," 34.4%","Hotel Occupancy Rate"
"549",2001," Feb","Other Niagara Region"," 53.6%","Hotel Occupancy Rate"
"550",2001," Feb","Other Southern Ontario"," 46.6%","Hotel Occupancy Rate"
"551",2001," Feb","Eastern Ontario"," 49.4%","Hotel Occupancy Rate"
"552",2001," Feb","Kingston"," 52.2%","Hotel Occupancy Rate"
"553",2001," Feb","Other Eastern Ontario"," 48%","Hotel Occupancy Rate"
"554",2001," Feb","Ottawa"," 76.5%","Hotel Occupancy Rate"
"555",2001," Feb","Downtown Ottawa"," 79.4%","Hotel Occupancy Rate"
"556",2001," Feb","Ottawa West"," 66.8%","Hotel Occupancy Rate"
"557",2001," Feb","Ottawa East"," 67.1%","Hotel Occupancy Rate"
"558",2001," Feb","Greater Vancouver"," 56.4%","Hotel Occupancy Rate"
"559",2001," Feb","Central Ontario"," 52.4%","Hotel Occupancy Rate"
"560",2001," Feb","Downtown Vancouver"," 54.9%","Hotel Occupancy Rate"
"561",2001," Feb","Vancouver Island"," 54.8%","Hotel Occupancy Rate"
"562",2001," Feb","Whistler Resort Area"," 81.8%","Hotel Occupancy Rate"
"563",2001," Feb","Alberta Resorts"," 58.6%","Hotel Occupancy Rate"
"564",2001," Feb","Calgary"," 58.7%","Hotel Occupancy Rate"
"565",2001," Feb","Edmonton"," 68.8%","Hotel Occupancy Rate"
"566",2001," Feb","Regina"," 60.4%","Hotel Occupancy Rate"
"567",2001," Feb","Winnipeg"," 55.2%","Hotel Occupancy Rate"
"568",2001," Feb","Greater Montreal"," 60.4%","Hotel Occupancy Rate"
"569",2001," Feb","Downtown Montreal"," 57.8%","Hotel Occupancy Rate"
"570",2001," Feb","Montreal Airport Laval"," 69.5%","Hotel Occupancy Rate"
"571",2001," Feb","Greater Quebec City"," 63.8%","Hotel Occupancy Rate"
"572",2001," Feb","Moncton"," 50%","Hotel Occupancy Rate"
"573",2001," Feb","Halifax Dartmouth"," 63.8%","Hotel Occupancy Rate"
"574",2001," Feb","St Johns"," 63.9%","Hotel Occupancy Rate"
"575",2001," Feb","Canada"," 58.5%","Hotel Occupancy Rate"
"576",2001," Feb","British Columbia"," 55.1%","Hotel Occupancy Rate"
"577",2001," Feb","Manitoba"," 55.1%","Hotel Occupancy Rate"
"578",2001," Feb","New Brunswick"," 49.7%","Hotel Occupancy Rate"
"579",2001," Feb","Nova Scotia"," 56.2%","Hotel Occupancy Rate"
"580",2001," Feb","Ontario"," 59.7%","Hotel Occupancy Rate"
"581",2001," Feb","Quebec"," 60.1%","Hotel Occupancy Rate"
"582",2001," Feb","Saskatchewan"," 58%","Hotel Occupancy Rate"
"583",2001," Feb","Newfoundland"," 57.9%","Hotel Occupancy Rate"
"584",2001," Feb","Southern Ontario"," $44.23","Revenue per Available Room"
"585",2001," Feb","Kitchener Waterloo Cambridge Guelph"," $56.05","Revenue per Available Room"
"586",2001," Feb","Hamilton Brantford"," $43.18","Revenue per Available Room"
"587",2001," Feb","North Eastern Ontario"," $49.61","Revenue per Available Room"
"588",2001," Feb","North Bay"," $46.92","Revenue per Available Room"
"589",2001," Feb","Sudbury"," $54.17","Revenue per Available Room"
"590",2001," Feb","North Central Ontario"," $0","Revenue per Available Room"
"591",2001," Feb","Sault Ste Marie"," $46.64","Revenue per Available Room"
"592",2001," Feb","North Western Ontario"," $47.43","Revenue per Available Room"
"593",2001," Feb","Thunder Bay"," ","Revenue per Available Room"
"594",2001," Feb","Greater Toronto Area"," $76.87","Revenue per Available Room"
"595",2001," Feb","Downtown Toronto"," $86.15","Revenue per Available Room"
"596",2001," Feb","Toronto Airport"," $87.1","Revenue per Available Room"
"597",2001," Feb","GTA West"," $64.41","Revenue per Available Room"
"598",2001," Feb","GTA East North"," $60.88","Revenue per Available Room"
"599",2001," Feb","London"," $51.43","Revenue per Available Room"
"600",2001," Feb","Windsor"," $60.14","Revenue per Available Room"
"601",2001," Feb","Niagara Falls"," $33.86","Revenue per Available Room"
"602",2001," Feb","Other Niagara Region"," $39.17","Revenue per Available Room"
"603",2001," Feb","Other Southern Ontario"," $37.84","Revenue per Available Room"
"604",2001," Feb","Eastern Ontario"," $39.25","Revenue per Available Room"
"605",2001," Feb","Kingston"," $41.05","Revenue per Available Room"
"606",2001," Feb","Other Eastern Ontario"," $38.28","Revenue per Available Room"
"607",2001," Feb","Ottawa"," $101.45","Revenue per Available Room"
"608",2001," Feb","Downtown Ottawa"," $111.29","Revenue per Available Room"
"609",2001," Feb","Ottawa West"," $73.88","Revenue per Available Room"
"610",2001," Feb","Ottawa East"," $62.23","Revenue per Available Room"
"611",2001," Feb","Greater Vancouver"," $56.86","Revenue per Available Room"
"612",2001," Feb","Central Ontario"," $58.08","Revenue per Available Room"
"613",2001," Feb","Downtown Vancouver"," $64.7","Revenue per Available Room"
"614",2001," Feb","Vancouver Island"," $44.25","Revenue per Available Room"
"615",2001," Feb","Whistler Resort Area"," $233.93","Revenue per Available Room"
"616",2001," Feb","Alberta Resorts"," $85.04","Revenue per Available Room"
"617",2001," Feb","Calgary"," $58.42","Revenue per Available Room"
"618",2001," Feb","Edmonton"," $60.9","Revenue per Available Room"
"619",2001," Feb","Regina"," $47.19","Revenue per Available Room"
"620",2001," Feb","Winnipeg"," $51.53","Revenue per Available Room"
"621",2001," Feb","Greater Montreal"," $70.48","Revenue per Available Room"
"622",2001," Feb","Downtown Montreal"," $71.86","Revenue per Available Room"
"623",2001," Feb","Montreal Airport Laval"," $66.79","Revenue per Available Room"
"624",2001," Feb","Greater Quebec City"," $75.78","Revenue per Available Room"
"625",2001," Feb","Moncton"," $40.01","Revenue per Available Room"
"626",2001," Feb","Halifax Dartmouth"," $59.96","Revenue per Available Room"
"627",2001," Feb","St Johns"," $60.71","Revenue per Available Room"
"628",2001," Feb","Canada"," $63.12","Revenue per Available Room"
"629",2001," Feb","British Columbia"," $64.87","Revenue per Available Room"
"630",2001," Feb","Manitoba"," $50.56","Revenue per Available Room"
"631",2001," Feb","New Brunswick"," $38.86","Revenue per Available Room"
"632",2001," Feb","Nova Scotia"," $49.56","Revenue per Available Room"
"633",2001," Feb","Ontario"," $67.14","Revenue per Available Room"
"634",2001," Feb","Quebec"," $69.1","Revenue per Available Room"
"635",2001," Feb","Saskatchewan"," $45.64","Revenue per Available Room"
"636",2001," Feb","Newfoundland"," $51.38","Revenue per Available Room"
"637",2001," Jan","Southern Ontario"," $90.44","Average Daily Rate"
"638",2001," Jan","Kitchener Waterloo Cambridge Guelph"," $92.59","Average Daily Rate"
"639",2001," Jan","Hamilton Brantford"," $86.84","Average Daily Rate"
"640",2001," Jan","North Eastern Ontario"," $75.83","Average Daily Rate"
"641",2001," Jan","North Bay"," $79.85","Average Daily Rate"
"642",2001," Jan","Sudbury"," $79.49","Average Daily Rate"
"643",2001," Jan","North Central Ontario"," $0","Average Daily Rate"
"644",2001," Jan","Sault Ste Marie"," $79.89","Average Daily Rate"
"645",2001," Jan","North Western Ontario"," $79.51","Average Daily Rate"
"646",2001," Jan","Thunder Bay"," ","Average Daily Rate"
"647",2001," Jan","Greater Toronto Area"," $119.19","Average Daily Rate"
"648",2001," Jan","Downtown Toronto"," $140.39","Average Daily Rate"
